<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
218,R,45,R,G,0,0.000000,0
218,R,53,R,G,0,0.000000,0
218,R,872,T,CN,0,0.000000,0
218,R,873,T,CN,0,0.000000,0
218,R,874,T,CN,0,0.000000,0
218,R,875,T,CN,0,0.000000,0
219,R,216,R,L,0,0.000000,0
219,R,217,R,L,0,0.000000,0
219,R,218,R,L,0,0.000000,0
219,R,220,R,L,0,0.000000,0
219,R,221,R,L,0,0.000000,0
219,R,222,R,L,0,0.000000,0
219,R,223,R,L,0,0.000000,0
219,R,60,R,G,0,0.000000,0
219,R,68,R,G,0,0.000000,0
219,R,76,R,G,0,0.000000,0
219,R,84,R,G,0,0.000000,0
219,R,876,T,CN,0,0.000000,0
219,R,877,T,CN,0,0.000000,0
219,R,878,T,CN,0,0.000000,0
219,R,879,T,CN,0,0.000000,0
220,R,216,R,L,0,0.000000,0
220,R,217,R,L,0,0.000000,0
220,R,218,R,L,0,0.000000,0
220,R,219,R,L,0,0.000000,0
220,R,221,R,L,0,0.000000,0
220,R,222,R,L,0,0.000000,0
220,R,223,R,L,0,0.000000,0
220,R,91,R,G,0,0.000000,0
220,R,99,R,G,0,0.000000,0
220,R,107,R,G,0,0.000000,0
220,R,115,R,G,0,0.000000,0
220,R,880,T,CN,0,0.000000,0
220,R,881,T,CN,0,0.000000,0
220,R,882,T,CN,0,0.000000,0
220,R,883,T,CN,0,0.000000,0
221,R,216,R,L,0,0.000000,0
221,R,217,R,L,0,0.000000,0
221,R,218,R,L,0,0.000000,0
221,R,219,R,L,0,0.000000,0
221,R,220,R,L,0,0.000000,0
221,R,222,R,L,0,0.000000,0
221,R,223,R,L,0,0.000000,0
221,R,122,R,G,0,0.000000,0
221,R,130,R,G,0,0.000000,0
221,R,138,R,G,0,0.000000,0
221,R,146,R,G,0,0.000000,0
221,R,884,T,CN,0,0.000000,0
221,R,885,T,CN,0,0.000000,0
221,R,886,T,CN,0,0.000000,0
221,R,887,T,CN,0,0.000000,0
222,R,216,R,L,0,0.000000,0
222,R,217,R,L,0,0.000000,0
222,R,218,R,L,0,0.000000,0
222,R,219,R,L,0,0.000000,0
222,R,220,R,L,0,0.000000,0
222,R,221,R,L,0,0.000000,0
222,R,223,R,L,0,0.000000,0
222,R,153,R,G,0,0.000000,0
222,R,161,R,G,0,0.000000,0
222,R,169,R,G,0,0.000000,0
222,R,177,R,G,0,0.000000,0
222,R,888,T,CN,0,0.000000,0
222,R,889,T,CN,0,0.000000,0
222,R,890,T,CN,0,0.000000,0
222,R,891,T,CN,0,0.000000,0
223,R,216,R,L,0,0.000000,0
223,R,217,R,L,0,0.000000,0
223,R,218,R,L,0,0.000000,0
223,R,219,R,L,0,0.000000,0
223,R,220,R,L,0,0.000000,0
223,R,221,R,L,0,0.000000,0
223,R,222,R,L,0,0.000000,0
223,R,184,R,G,0,0.000000,0
223,R,192,R,G,0,0.000000,0
223,R,200,R,G,0,0.000000,0
223,R,208,R,G,0,0.000000,0
223,R,892,T,CN,0,0.000000,0
223,R,893,T,CN,0,0.000000,0
223,R,894,T,CN,0,0.000000,0
223,R,895,T,CN,0,0.000000,0
896,T,224,R,CN,0,0.000000,0
897,T,224,R,CN,0,0.000000,0
898,T,224,R,CN,0,0.000000,0
899,T,224,R,CN,0,0.000000,0
900,T,225,R,CN,0,0.000000,0
901,T,225,R,CN,0,0.000000,0
902,T,225,R,CN,0,0.000000,0
903,T,225,R,CN,0,0.000000,0
904,T,226,R,CN,0,0.000000,0
905,T,226,R,CN,0,0.000000,0
906,T,226,R,CN,0,0.000000,0
907,T,226,R,CN,0,0.000000,0
908,T,227,R,CN,0,0.000000,0
909,T,227,R,CN,0,0.000000,0
910,T,227,R,CN,0,0.000000,0
911,T,227,R,CN,0,0.000000,0
912,T,228,R,CN,0,0.000000,0
913,T,228,R,CN,0,0.000000,0
914,T,228,R,CN,0,0.000000,0
915,T,228,R,CN,0,0.000000,0
916,T,229,R,CN,0,0.000000,0
917,T,229,R,CN,0,0.000000,0
918,T,229,R,CN,0,0.000000,0
919,T,229,R,CN,0,0.000000,0
920,T,230,R,CN,0,0.000000,0
921,T,230,R,CN,0,0.000000,0
922,T,230,R,CN,0,0.000000,0
923,T,230,R,CN,0,0.000000,0
924,T,231,R,CN,0,0.000000,0
925,T,231,R,CN,0,0.000000,0
926,T,231,R,CN,0,0.000000,0
927,T,231,R,CN,0,0.000000,0
224,R,225,R,L,0,0.000000,0
224,R,226,R,L,0,0.000000,0
224,R,227,R,L,0,0.000000,0
224,R,228,R,L,0,0.000000,0
224,R,229,R,L,0,0.000000,0
224,R,230,R,L,0,0.000000,0
224,R,231,R,L,0,0.000000,0
224,R,239,R,G,0,0.000000,0
224,R,247,R,G,0,0.000000,0
224,R,255,R,G,0,0.000000,0
224,R,263,R,G,0,0.000000,0
224,R,896,T,CN,0,0.000000,0
224,R,897,T,CN,0,0.000000,0
224,R,898,T,CN,0,0.000000,0
224,R,899,T,CN,0,0.000000,0
225,R,224,R,L,0,0.000000,0
225,R,226,R,L,0,0.000000,0
225,R,227,R,L,0,0.000000,0
225,R,228,R,L,0,0.000000,0
225,R,229,R,L,0,0.000000,0
225,R,230,R,L,0,0.000000,0
225,R,231,R,L,0,0.000000,0
225,R,6,R,G,0,0.000000,0
225,R,14,R,G,0,0.000000,0
225,R,22,R,G,0,0.000000,0
225,R,30,R,G,0,0.000000,0
225,R,900,T,CN,0,0.000000,0
225,R,901,T,CN,0,0.000000,0
225,R,902,T,CN,0,0.000000,0
225,R,903,T,CN,0,0.000000,0
226,R,224,R,L,0,0.000000,0
226,R,225,R,L,0,0.000000,0
226,R,227,R,L,0,0.000000,0
226,R,228,R,L,0,0.000000,0
226,R,229,R,L,0,0.000000,0
226,R,230,R,L,0,0.000000,0
226,R,231,R,L,0,0.000000,0
226,R,37,R,G,0,0.000000,0
226,R,45,R,G,0,0.000000,0
226,R,53,R,G,0,0.000000,0
226,R,61,R,G,0,0.000000,0
226,R,904,T,CN,0,0.000000,0
226,R,905,T,CN,0,0.000000,0
226,R,906,T,CN,0,0.000000,0
226,R,907,T,CN,0,0.000000,0
227,R,224,R,L,0,0.000000,0
227,R,225,R,L,0,0.000000,0
227,R,226,R,L,0,0.000000,0
227,R,228,R,L,0,0.000000,0
227,R,229,R,L,0,0.000000,0
227,R,230,R,L,0,0.000000,0
227,R,231,R,L,0,0.000000,0
227,R,68,R,G,0,0.000000,0
227,R,76,R,G,0,0.000000,0
227,R,84,R,G,0,0.000000,0
227,R,92,R,G,0,0.000000,0
227,R,908,T,CN,0,0.000000,0
227,R,909,T,CN,0,0.000000,0
227,R,910,T,CN,0,0.000000,0
227,R,911,T,CN,0,0.000000,0
228,R,224,R,L,0,0.000000,0
228,R,225,R,L,0,0.000000,0
228,R,226,R,L,0,0.000000,0
228,R,227,R,L,0,0.000000,0
228,R,229,R,L,0,0.000000,0
228,R,230,R,L,0,0.000000,0
228,R,231,R,L,0,0.000000,0
228,R,99,R,G,0,0.000000,0
228,R,107,R,G,0,0.000000,0
228,R,115,R,G,0,0.000000,0
228,R,123,R,G,0,0.000000,0
228,R,912,T,CN,0,0.000000,0
228,R,913,T,CN,0,0.000000,0
228,R,914,T,CN,0,0.000000,0
228,R,915,T,CN,0,0.000000,0
229,R,224,R,L,0,0.000000,0
229,R,225,R,L,0,0.000000,0
229,R,226,R,L,0,0.000000,0
229,R,227,R,L,0,0.000000,0
229,R,228,R,L,0,0.000000,0
229,R,230,R,L,0,0.000000,0
229,R,231,R,L,0,0.000000,0
229,R,130,R,G,0,0.000000,0
229,R,138,R,G,0,0.000000,0
229,R,146,R,G,0,0.000000,0
229,R,154,R,G,0,0.000000,0
229,R,916,T,CN,0,0.000000,0
229,R,917,T,CN,0,0.000000,0
229,R,918,T,CN,0,0.000000,0
229,R,919,T,CN,0,0.000000,0
230,R,224,R,L,0,0.000000,0
230,R,225,R,L,0,0.000000,0
230,R,226,R,L,0,0.000000,0
230,R,227,R,L,0,0.000000,0
230,R,228,R,L,0,0.000000,0
230,R,229,R,L,0,0.000000,0
230,R,231,R,L,0,0.000000,0
230,R,161,R,G,0,0.000000,0
230,R,169,R,G,0,0.000000,0
230,R,177,R,G,0,0.000000,0
230,R,185,R,G,0,0.000000,0
230,R,920,T,CN,0,0.000000,0
230,R,921,T,CN,0,0.000000,0
230,R,922,T,CN,0,0.000000,0
230,R,923,T,CN,0,0.000000,0
231,R,224,R,L,0,0.000000,0
231,R,225,R,L,0,0.000000,0
231,R,226,R,L,0,0.000000,0
231,R,227,R,L,0,0.000000,0
231,R,228,R,L,0,0.000000,0
231,R,229,R,L,0,0.000000,0
231,R,230,R,L,0,0.000000,0
231,R,192,R,G,0,0.000000,0
231,R,200,R,G,0,0.000000,0
231,R,208,R,G,0,0.000000,0
231,R,216,R,G,0,0.000000,0
231,R,924,T,CN,0,0.000000,0
231,R,925,T,CN,0,0.000000,0
231,R,926,T,CN,0,0.000000,0
231,R,927,T,CN,0,0.000000,0
928,T,232,R,CN,0,0.000000,0
929,T,232,R,CN,0,0.000000,0
930,T,232,R,CN,0,0.000000,0
931,T,232,R,CN,0,0.000000,0
932,T,233,R,CN,0,0.000000,0
933,T,233,R,CN,0,0.000000,0
934,T,233,R,CN,0,0.000000,0
935,T,233,R,CN,0,0.000000,0
936,T,234,R,CN,0,0.000000,0
937,T,234,R,CN,0,0.000000,0
938,T,234,R,CN,0,0.000000,0
939,T,234,R,CN,0,0.000000,0
940,T,235,R,CN,0,0.000000,0
941,T,235,R,CN,0,0.000000,0
942,T,235,R,CN,0,0.000000,0
943,T,235,R,CN,0,0.000000,0
944,T,236,R,CN,0,0.000000,0
945,T,236,R,CN,0,0.000000,0
946,T,236,R,CN,0,0.000000,0
947,T,236,R,CN,0,0.000000,0
948,T,237,R,CN,0,0.000000,0
949,T,237,R,CN,0,0.000000,0
950,T,237,R,CN,0,0.000000,0
951,T,237,R,CN,0,0.000000,0
952,T,238,R,CN,0,0.000000,0
953,T,238,R,CN,0,0.000000,0
954,T,238,R,CN,0,0.000000,0
955,T,238,R,CN,0,0.000000,0
956,T,239,R,CN,0,0.000000,0
957,T,239,R,CN,0,0.000000,0
958,T,239,R,CN,0,0.000000,0
959,T,239,R,CN,0,0.000000,0
232,R,233,R,L,0,0.000000,0
232,R,234,R,L,0,0.000000,0
232,R,235,R,L,0,0.000000,0
232,R,236,R,L,0,0.000000,0
232,R,237,R,L,0,0.000000,0
232,R,238,R,L,0,0.000000,0
232,R,239,R,L,0,0.000000,0
232,R,7,R,G,0,0.000000,0
232,R,247,R,G,0,0.000000,0
232,R,255,R,G,0,0.000000,0
232,R,263,R,G,0,0.000000,0
232,R,928,T,CN,0,0.000000,0
232,R,929,T,CN,0,0.000000,0
232,R,930,T,CN,0,0.000000,0
232,R,931,T,CN,0,0.000000,0
233,R,232,R,L,0,0.000000,0
233,R,234,R,L,0,0.000000,0
233,R,235,R,L,0,0.000000,0
233,R,236,R,L,0,0.000000,0
233,R,237,R,L,0,0.000000,0
233,R,238,R,L,0,0.000000,0
233,R,239,R,L,0,0.000000,0
233,R,14,R,G,0,0.000000,0
233,R,22,R,G,0,0.000000,0
233,R,30,R,G,0,0.000000,0
233,R,38,R,G,0,0.000000,0
233,R,932,T,CN,0,0.000000,0
233,R,933,T,CN,0,0.000000,0
233,R,934,T,CN,0,0.000000,0
233,R,935,T,CN,0,0.000000,0
234,R,232,R,L,0,0.000000,0
234,R,233,R,L,0,0.000000,0
234,R,235,R,L,0,0.000000,0
234,R,236,R,L,0,0.000000,0
234,R,237,R,L,0,0.000000,0
234,R,238,R,L,0,0.000000,0
234,R,239,R,L,0,0.000000,0
234,R,45,R,G,0,0.000000,0
234,R,53,R,G,0,0.000000,0
234,R,61,R,G,0,0.000000,0
234,R,69,R,G,0,0.000000,0
234,R,936,T,CN,0,0.000000,0
234,R,937,T,CN,0,0.000000,0
234,R,938,T,CN,0,0.000000,0
234,R,939,T,CN,0,0.000000,0
235,R,232,R,L,0,0.000000,0
235,R,233,R,L,0,0.000000,0
235,R,234,R,L,0,0.000000,0
235,R,236,R,L,0,0.000000,0
235,R,237,R,L,0,0.000000,0
235,R,238,R,L,0,0.000000,0
235,R,239,R,L,0,0.000000,0
235,R,76,R,G,0,0.000000,0
235,R,84,R,G,0,0.000000,0
235,R,92,R,G,0,0.000000,0
235,R,100,R,G,0,0.000000,0
235,R,940,T,CN,0,0.000000,0
235,R,941,T,CN,0,0.000000,0
235,R,942,T,CN,0,0.000000,0
235,R,943,T,CN,0,0.000000,0
236,R,232,R,L,0,0.000000,0
236,R,233,R,L,0,0.000000,0
236,R,234,R,L,0,0.000000,0
236,R,235,R,L,0,0.000000,0
236,R,237,R,L,0,0.000000,0
236,R,238,R,L,0,0.000000,0
236,R,239,R,L,0,0.000000,0
236,R,107,R,G,0,0.000000,0
236,R,115,R,G,0,0.000000,0
236,R,123,R,G,0,0.000000,0
236,R,131,R,G,0,0.000000,0
236,R,944,T,CN,0,0.000000,0
236,R,945,T,CN,0,0.000000,0
236,R,946,T,CN,0,0.000000,0
236,R,947,T,CN,0,0.000000,0
237,R,232,R,L,0,0.000000,0
237,R,233,R,L,0,0.000000,0
237,R,234,R,L,0,0.000000,0
237,R,235,R,L,0,0.000000,0
237,R,236,R,L,0,0.000000,0
237,R,238,R,L,0,0.000000,0
237,R,239,R,L,0,0.000000,0
237,R,138,R,G,0,0.000000,0
237,R,146,R,G,0,0.000000,0
237,R,154,R,G,0,0.000000,0
237,R,162,R,G,0,0.000000,0
237,R,948,T,CN,0,0.000000,0
237,R,949,T,CN,0,0.000000,0
237,R,950,T,CN,0,0.000000,0
237,R,951,T,CN,0,0.000000,0
238,R,232,R,L,0,0.000000,0
238,R,233,R,L,0,0.000000,0
238,R,234,R,L,0,0.000000,0
238,R,235,R,L,0,0.000000,0
238,R,236,R,L,0,0.000000,0
238,R,237,R,L,0,0.000000,0
238,R,239,R,L,0,0.000000,0
238,R,169,R,G,0,0.000000,0
238,R,177,R,G,0,0.000000,0
238,R,185,R,G,0,0.000000,0
238,R,193,R,G,0,0.000000,0
238,R,952,T,CN,0,0.000000,0
238,R,953,T,CN,0,0.000000,0
238,R,954,T,CN,0,0.000000,0
238,R,955,T,CN,0,0.000000,0
239,R,232,R,L,0,0.000000,0
239,R,233,R,L,0,0.000000,0
239,R,234,R,L,0,0.000000,0
239,R,235,R,L,0,0.000000,0
239,R,236,R,L,0,0.000000,0
239,R,237,R,L,0,0.000000,0
239,R,238,R,L,0,0.000000,0
239,R,200,R,G,0,0.000000,0
239,R,208,R,G,0,0.000000,0
239,R,216,R,G,0,0.000000,0
239,R,224,R,G,0,0.000000,0
239,R,956,T,CN,0,0.000000,0
239,R,957,T,CN,0,0.000000,0
239,R,958,T,CN,0,0.000000,0
239,R,959,T,CN,0,0.000000,0
960,T,240,R,CN,0,0.000000,0
961,T,240,R,CN,0,0.000000,0
962,T,240,R,CN,0,0.000000,0
963,T,240,R,CN,0,0.000000,0
964,T,241,R,CN,0,0.000000,0
965,T,241,R,CN,0,0.000000,0
966,T,241,R,CN,0,0.000000,0
967,T,241,R,CN,0,0.000000,0
968,T,242,R,CN,0,0.000000,0
969,T,242,R,CN,0,0.000000,0
970,T,242,R,CN,0,0.000000,0
971,T,242,R,CN,0,0.000000,0
972,T,243,R,CN,0,0.000000,0
973,T,243,R,CN,0,0.000000,0
974,T,243,R,CN,0,0.000000,0
975,T,243,R,CN,0,0.000000,0
976,T,244,R,CN,0,0.000000,0
977,T,244,R,CN,0,0.000000,0
978,T,244,R,CN,0,0.000000,0
979,T,244,R,CN,0,0.000000,0
980,T,245,R,CN,0,0.000000,0
981,T,245,R,CN,0,0.000000,0
982,T,245,R,CN,0,0.000000,0
983,T,245,R,CN,0,0.000000,0
984,T,246,R,CN,0,0.000000,0
985,T,246,R,CN,0,0.000000,0
986,T,246,R,CN,0,0.000000,0
987,T,246,R,CN,0,0.000000,0
988,T,247,R,CN,0,0.000000,0
989,T,247,R,CN,0,0.000000,0
990,T,247,R,CN,0,0.000000,0
991,T,247,R,CN,0,0.000000,0
240,R,241,R,L,0,0.000000,0
240,R,242,R,L,0,0.000000,0
240,R,243,R,L,0,0.000000,0
240,R,244,R,L,0,0.000000,0
240,R,245,R,L,0,0.000000,0
240,R,246,R,L,0,0.000000,0
240,R,247,R,L,0,0.000000,0
240,R,7,R,G,0,0.000000,0
240,R,15,R,G,0,0.000000,0
240,R,255,R,G,0,0.000000,0
240,R,263,R,G,0,0.000000,0
240,R,960,T,CN,0,0.000000,0
240,R,961,T,CN,0,0.000000,0
240,R,962,T,CN,0,0.000000,0
240,R,963,T,CN,0,0.000000,0
241,R,240,R,L,0,0.000000,0
241,R,242,R,L,0,0.000000,0
241,R,243,R,L,0,0.000000,0
241,R,244,R,L,0,0.000000,0
241,R,245,R,L,0,0.000000,0
241,R,246,R,L,0,0.000000,0
241,R,247,R,L,0,0.000000,0
241,R,22,R,G,0,0.000000,0
241,R,30,R,G,0,0.000000,0
241,R,38,R,G,0,0.000000,0
241,R,46,R,G,0,0.000000,0
241,R,964,T,CN,0,0.000000,0
241,R,965,T,CN,0,0.000000,0
241,R,966,T,CN,0,0.000000,0
241,R,967,T,CN,0,0.000000,0
242,R,240,R,L,0,0.000000,0
242,R,241,R,L,0,0.000000,0
242,R,243,R,L,0,0.000000,0
242,R,244,R,L,0,0.000000,0
242,R,245,R,L,0,0.000000,0
242,R,246,R,L,0,0.000000,0
242,R,247,R,L,0,0.000000,0
242,R,53,R,G,0,0.000000,0
242,R,61,R,G,0,0.000000,0
242,R,69,R,G,0,0.000000,0
242,R,77,R,G,0,0.000000,0
242,R,968,T,CN,0,0.000000,0
242,R,969,T,CN,0,0.000000,0
242,R,970,T,CN,0,0.000000,0
242,R,971,T,CN,0,0.000000,0
243,R,240,R,L,0,0.000000,0
243,R,241,R,L,0,0.000000,0
243,R,242,R,L,0,0.000000,0
243,R,244,R,L,0,0.000000,0
243,R,245,R,L,0,0.000000,0
243,R,246,R,L,0,0.000000,0
243,R,247,R,L,0,0.000000,0
243,R,84,R,G,0,0.000000,0
243,R,92,R,G,0,0.000000,0
243,R,100,R,G,0,0.000000,0
243,R,108,R,G,0,0.000000,0
243,R,972,T,CN,0,0.000000,0
243,R,973,T,CN,0,0.000000,0
243,R,974,T,CN,0,0.000000,0
243,R,975,T,CN,0,0.000000,0
244,R,240,R,L,0,0.000000,0
244,R,241,R,L,0,0.000000,0
244,R,242,R,L,0,0.000000,0
244,R,243,R,L,0,0.000000,0
244,R,245,R,L,0,0.000000,0
244,R,246,R,L,0,0.000000,0
244,R,247,R,L,0,0.000000,0
244,R,115,R,G,0,0.000000,0
244,R,123,R,G,0,0.000000,0
244,R,131,R,G,0,0.000000,0
244,R,139,R,G,0,0.000000,0
244,R,976,T,CN,0,0.000000,0
244,R,977,T,CN,0,0.000000,0
244,R,978,T,CN,0,0.000000,0
244,R,979,T,CN,0,0.000000,0
245,R,240,R,L,0,0.000000,0
245,R,241,R,L,0,0.000000,0
245,R,242,R,L,0,0.000000,0
245,R,243,R,L,0,0.000000,0
245,R,244,R,L,0,0.000000,0
245,R,246,R,L,0,0.000000,0
245,R,247,R,L,0,0.000000,0
245,R,146,R,G,0,0.000000,0
245,R,154,R,G,0,0.000000,0
245,R,162,R,G,0,0.000000,0
245,R,170,R,G,0,0.000000,0
245,R,980,T,CN,0,0.000000,0
245,R,981,T,CN,0,0.000000,0
245,R,982,T,CN,0,0.000000,0
245,R,983,T,CN,0,0.000000,0
246,R,240,R,L,0,0.000000,0
246,R,241,R,L,0,0.000000,0
246,R,242,R,L,0,0.000000,0
246,R,243,R,L,0,0.000000,0
246,R,244,R,L,0,0.000000,0
246,R,245,R,L,0,0.000000,0
246,R,247,R,L,0,0.000000,0
246,R,177,R,G,0,0.000000,0
246,R,185,R,G,0,0.000000,0
246,R,193,R,G,0,0.000000,0
246,R,201,R,G,0,0.000000,0
246,R,984,T,CN,0,0.000000,0
246,R,985,T,CN,0,0.000000,0
246,R,986,T,CN,0,0.000000,0
246,R,987,T,CN,0,0.000000,0
247,R,240,R,L,0,0.000000,0
247,R,241,R,L,0,0.000000,0
247,R,242,R,L,0,0.000000,0
247,R,243,R,L,0,0.000000,0
247,R,244,R,L,0,0.000000,0
247,R,245,R,L,0,0.000000,0
247,R,246,R,L,0,0.000000,0
247,R,208,R,G,0,0.000000,0
247,R,216,R,G,0,0.000000,0
247,R,224,R,G,0,0.000000,0
247,R,232,R,G,0,0.000000,0
247,R,988,T,CN,0,0.000000,0
247,R,989,T,CN,0,0.000000,0
247,R,990,T,CN,0,0.000000,0
247,R,991,T,CN,0,0.000000,0
992,T,248,R,CN,0,0.000000,0
993,T,248,R,CN,0,0.000000,0
994,T,248,R,CN,0,0.000000,0
995,T,248,R,CN,0,0.000000,0
996,T,249,R,CN,0,0.000000,0
997,T,249,R,CN,0,0.000000,0
998,T,249,R,CN,0,0.000000,0
999,T,249,R,CN,0,0.000000,0
1000,T,250,R,CN,0,0.000000,0
1001,T,250,R,CN,0,0.000000,0
1002,T,250,R,CN,0,0.000000,0
1003,T,250,R,CN,0,0.000000,0
1004,T,251,R,CN,0,0.000000,0
1005,T,251,R,CN,0,0.000000,0
1006,T,251,R,CN,0,0.000000,0
1007,T,251,R,CN,0,0.000000,0
1008,T,252,R,CN,0,0.000000,0
1009,T,252,R,CN,0,0.000000,0
1010,T,252,R,CN,0,0.000000,0
1011,T,252,R,CN,0,0.000000,0
1012,T,253,R,CN,0,0.000000,0
1013,T,253,R,CN,0,0.000000,0
1014,T,253,R,CN,0,0.000000,0
1015,T,253,R,CN,0,0.000000,0
1016,T,254,R,CN,0,0.000000,0
1017,T,254,R,CN,0,0.000000,0
1018,T,254,R,CN,0,0.000000,0
1019,T,254,R,CN,0,0.000000,0
1020,T,255,R,CN,0,0.000000,0
1021,T,255,R,CN,0,0.000000,0
1022,T,255,R,CN,0,0.000000,0
1023,T,255,R,CN,0,0.000000,0
248,R,249,R,L,0,0.000000,0
248,R,250,R,L,0,0.000000,0
248,R,251,R,L,0,0.000000,0
248,R,252,R,L,0,0.000000,0
248,R,253,R,L,0,0.000000,0
248,R,254,R,L,0,0.000000,0
248,R,255,R,L,0,0.000000,0
248,R,7,R,G,0,0.000000,0
248,R,15,R,G,0,0.000000,0
248,R,23,R,G,0,0.000000,0
248,R,263,R,G,0,0.000000,0
248,R,992,T,CN,0,0.000000,0
248,R,993,T,CN,0,0.000000,0
248,R,994,T,CN,0,0.000000,0
248,R,995,T,CN,0,0.000000,0
249,R,248,R,L,0,0.000000,0
249,R,250,R,L,0,0.000000,0
249,R,251,R,L,0,0.000000,0
249,R,252,R,L,0,0.000000,0
249,R,253,R,L,0,0.000000,0
249,R,254,R,L,0,0.000000,0
249,R,255,R,L,0,0.000000,0
249,R,30,R,G,0,0.000000,0
249,R,38,R,G,0,0.000000,0
249,R,46,R,G,0,0.000000,0
249,R,54,R,G,0,0.000000,0
249,R,996,T,CN,0,0.000000,0
249,R,997,T,CN,0,0.000000,0
249,R,998,T,CN,0,0.000000,0
249,R,999,T,CN,0,0.000000,0
250,R,248,R,L,0,0.000000,0
250,R,249,R,L,0,0.000000,0
250,R,251,R,L,0,0.000000,0
250,R,252,R,L,0,0.000000,0
250,R,253,R,L,0,0.000000,0
250,R,254,R,L,0,0.000000,0
250,R,255,R,L,0,0.000000,0
250,R,61,R,G,0,0.000000,0
250,R,69,R,G,0,0.000000,0
250,R,77,R,G,0,0.000000,0
250,R,85,R,G,0,0.000000,0
250,R,1000,T,CN,0,0.000000,0
250,R,1001,T,CN,0,0.000000,0
250,R,1002,T,CN,0,0.000000,0
250,R,1003,T,CN,0,0.000000,0
251,R,248,R,L,0,0.000000,0
251,R,249,R,L,0,0.000000,0
251,R,250,R,L,0,0.000000,0
251,R,252,R,L,0,0.000000,0
251,R,253,R,L,0,0.000000,0
251,R,254,R,L,0,0.000000,0
251,R,255,R,L,0,0.000000,0
251,R,92,R,G,0,0.000000,0
251,R,100,R,G,0,0.000000,0
251,R,108,R,G,0,0.000000,0
251,R,116,R,G,0,0.000000,0
251,R,1004,T,CN,0,0.000000,0
251,R,1005,T,CN,0,0.000000,0
251,R,1006,T,CN,0,0.000000,0
251,R,1007,T,CN,0,0.000000,0
252,R,248,R,L,0,0.000000,0
252,R,249,R,L,0,0.000000,0
252,R,250,R,L,0,0.000000,0
252,R,251,R,L,0,0.000000,0
252,R,253,R,L,0,0.000000,0
252,R,254,R,L,0,0.000000,0
252,R,255,R,L,0,0.000000,0
252,R,123,R,G,0,0.000000,0
252,R,131,R,G,0,0.000000,0
252,R,139,R,G,0,0.000000,0
252,R,147,R,G,0,0.000000,0
252,R,1008,T,CN,0,0.000000,0
252,R,1009,T,CN,0,0.000000,0
252,R,1010,T,CN,0,0.000000,0
252,R,1011,T,CN,0,0.000000,0
253,R,248,R,L,0,0.000000,0
253,R,249,R,L,0,0.000000,0
253,R,250,R,L,0,0.000000,0
253,R,251,R,L,0,0.000000,0
253,R,252,R,L,0,0.000000,0
253,R,254,R,L,0,0.000000,0
253,R,255,R,L,0,0.000000,0
253,R,154,R,G,0,0.000000,0
253,R,162,R,G,0,0.000000,0
253,R,170,R,G,0,0.000000,0
253,R,178,R,G,0,0.000000,0
253,R,1012,T,CN,0,0.000000,0
253,R,1013,T,CN,0,0.000000,0
253,R,1014,T,CN,0,0.000000,0
253,R,1015,T,CN,0,0.000000,0
254,R,248,R,L,0,0.000000,0
254,R,249,R,L,0,0.000000,0
254,R,250,R,L,0,0.000000,0
254,R,251,R,L,0,0.000000,0
254,R,252,R,L,0,0.000000,0
254,R,253,R,L,0,0.000000,0
254,R,255,R,L,0,0.000000,0
254,R,185,R,G,0,0.000000,0
254,R,193,R,G,0,0.000000,0
254,R,201,R,G,0,0.000000,0
254,R,209,R,G,0,0.000000,0
254,R,1016,T,CN,0,0.000000,0
254,R,1017,T,CN,0,0.000000,0
254,R,1018,T,CN,0,0.000000,0
254,R,1019,T,CN,0,0.000000,0
255,R,248,R,L,0,0.000000,0
255,R,249,R,L,0,0.000000,0
255,R,250,R,L,0,0.000000,0
255,R,251,R,L,0,0.000000,0
255,R,252,R,L,0,0.000000,0
255,R,253,R,L,0,0.000000,0
255,R,254,R,L,0,0.000000,0
255,R,216,R,G,0,0.000000,0
255,R,224,R,G,0,0.000000,0
255,R,232,R,G,0,0.000000,0
255,R,240,R,G,0,0.000000,0
255,R,1020,T,CN,0,0.000000,0
255,R,1021,T,CN,0,0.000000,0
255,R,1022,T,CN,0,0.000000,0
255,R,1023,T,CN,0,0.000000,0
1024,T,256,R,CN,0,0.000000,0
1025,T,256,R,CN,0,0.000000,0
1026,T,256,R,CN,0,0.000000,0
1027,T,256,R,CN,0,0.000000,0
1028,T,257,R,CN,0,0.000000,0
1029,T,257,R,CN,0,0.000000,0
1030,T,257,R,CN,0,0.000000,0
1031,T,257,R,CN,0,0.000000,0
1032,T,258,R,CN,0,0.000000,0
1033,T,258,R,CN,0,0.000000,0
1034,T,258,R,CN,0,0.000000,0
1035,T,258,R,CN,0,0.000000,0
1036,T,259,R,CN,0,0.000000,0
1037,T,259,R,CN,0,0.000000,0
1038,T,259,R,CN,0,0.000000,0
1039,T,259,R,CN,0,0.000000,0
1040,T,260,R,CN,0,0.000000,0
1041,T,260,R,CN,0,0.000000,0
1042,T,260,R,CN,0,0.000000,0
1043,T,260,R,CN,0,0.000000,0
1044,T,261,R,CN,0,0.000000,0
1045,T,261,R,CN,0,0.000000,0
1046,T,261,R,CN,0,0.000000,0
1047,T,261,R,CN,0,0.000000,0
