<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
73,R,142,R,G,0,0.000000,0
73,R,292,T,CN,0,0.000000,0
73,R,293,T,CN,0,0.000000,0
73,R,294,T,CN,0,0.000000,0
73,R,295,T,CN,0,0.000000,0
74,R,72,R,L,0,0.000000,0
74,R,73,R,L,0,0.000000,0
74,R,75,R,L,0,0.000000,0
74,R,76,R,L,0,0.000000,0
74,R,77,R,L,0,0.000000,0
74,R,78,R,L,0,0.000000,0
74,R,79,R,L,0,0.000000,0
74,R,149,R,G,0,0.000000,0
74,R,157,R,G,0,0.000000,0
74,R,165,R,G,0,0.000000,0
74,R,173,R,G,0,0.000000,0
74,R,296,T,CN,0,0.000000,0
74,R,297,T,CN,0,0.000000,0
74,R,298,T,CN,0,0.000000,0
74,R,299,T,CN,0,0.000000,0
75,R,72,R,L,0,0.000000,0
75,R,73,R,L,0,0.000000,0
75,R,74,R,L,0,0.000000,0
75,R,76,R,L,0,0.000000,0
75,R,77,R,L,0,0.000000,0
75,R,78,R,L,0,0.000000,0
75,R,79,R,L,0,0.000000,0
75,R,180,R,G,0,0.000000,0
75,R,188,R,G,0,0.000000,0
75,R,196,R,G,0,0.000000,0
75,R,204,R,G,0,0.000000,0
75,R,300,T,CN,0,0.000000,0
75,R,301,T,CN,0,0.000000,0
75,R,302,T,CN,0,0.000000,0
75,R,303,T,CN,0,0.000000,0
76,R,72,R,L,0,0.000000,0
76,R,73,R,L,0,0.000000,0
76,R,74,R,L,0,0.000000,0
76,R,75,R,L,0,0.000000,0
76,R,77,R,L,0,0.000000,0
76,R,78,R,L,0,0.000000,0
76,R,79,R,L,0,0.000000,0
76,R,211,R,G,0,0.000000,0
76,R,219,R,G,0,0.000000,0
76,R,227,R,G,0,0.000000,0
76,R,235,R,G,0,0.000000,0
76,R,304,T,CN,0,0.000000,0
76,R,305,T,CN,0,0.000000,0
76,R,306,T,CN,0,0.000000,0
76,R,307,T,CN,0,0.000000,0
77,R,72,R,L,0,0.000000,0
77,R,73,R,L,0,0.000000,0
77,R,74,R,L,0,0.000000,0
77,R,75,R,L,0,0.000000,0
77,R,76,R,L,0,0.000000,0
77,R,78,R,L,0,0.000000,0
77,R,79,R,L,0,0.000000,0
77,R,2,R,G,0,0.000000,0
77,R,242,R,G,0,0.000000,0
77,R,250,R,G,0,0.000000,0
77,R,258,R,G,0,0.000000,0
77,R,308,T,CN,0,0.000000,0
77,R,309,T,CN,0,0.000000,0
77,R,310,T,CN,0,0.000000,0
77,R,311,T,CN,0,0.000000,0
78,R,72,R,L,0,0.000000,0
78,R,73,R,L,0,0.000000,0
78,R,74,R,L,0,0.000000,0
78,R,75,R,L,0,0.000000,0
78,R,76,R,L,0,0.000000,0
78,R,77,R,L,0,0.000000,0
78,R,79,R,L,0,0.000000,0
78,R,9,R,G,0,0.000000,0
78,R,17,R,G,0,0.000000,0
78,R,25,R,G,0,0.000000,0
78,R,33,R,G,0,0.000000,0
78,R,312,T,CN,0,0.000000,0
78,R,313,T,CN,0,0.000000,0
78,R,314,T,CN,0,0.000000,0
78,R,315,T,CN,0,0.000000,0
79,R,72,R,L,0,0.000000,0
79,R,73,R,L,0,0.000000,0
79,R,74,R,L,0,0.000000,0
79,R,75,R,L,0,0.000000,0
79,R,76,R,L,0,0.000000,0
79,R,77,R,L,0,0.000000,0
79,R,78,R,L,0,0.000000,0
79,R,40,R,G,0,0.000000,0
79,R,48,R,G,0,0.000000,0
79,R,56,R,G,0,0.000000,0
79,R,64,R,G,0,0.000000,0
79,R,316,T,CN,0,0.000000,0
79,R,317,T,CN,0,0.000000,0
79,R,318,T,CN,0,0.000000,0
79,R,319,T,CN,0,0.000000,0
320,T,80,R,CN,167256064,20960405.163576,38543
321,T,80,R,CN,167256064,20999475.839793,38552
322,T,80,R,CN,167256064,20952434.591650,38543
323,T,80,R,CN,167256064,20943033.461781,38542
324,T,81,R,CN,167256064,20943911.650732,38542
325,T,81,R,CN,167256064,20961284.356123,38543
326,T,81,R,CN,167256064,20953551.580452,38543
327,T,81,R,CN,167256064,20929526.393011,38538
328,T,82,R,CN,167256064,20960838.899495,38543
329,T,82,R,CN,167256064,20953106.364867,38543
330,T,82,R,CN,167256064,20929058.562274,38538
331,T,82,R,CN,167256064,20943705.464523,38542
332,T,83,R,CN,167256064,21555221.561864,38542
333,T,83,R,CN,167256064,21543719.706573,38538
334,T,83,R,CN,167256064,22964766.278439,38543
335,T,83,R,CN,167256064,23526600.918556,38783
336,T,84,R,CN,167256064,21246944.776183,38543
337,T,84,R,CN,167256064,21225996.567685,38538
338,T,84,R,CN,167256064,21253723.511194,38543
339,T,84,R,CN,167256064,21238497.017615,38542
340,T,85,R,CN,167256064,21226941.193081,38538
341,T,85,R,CN,167256064,21247651.469862,38543
342,T,85,R,CN,167256064,21253475.508786,38543
343,T,85,R,CN,167256064,21238964.788765,38542
344,T,86,R,CN,167256064,21254157.109921,38543
345,T,86,R,CN,167256064,21226429.923887,38538
346,T,86,R,CN,167256064,21238930.294051,38542
347,T,86,R,CN,167256064,21247378.047498,38543
348,T,87,R,CN,167256064,229043.147563,961
349,T,87,R,CN,167256064,232866.426745,1205
350,T,87,R,CN,10321920,1945.125279,44
351,T,87,R,CN,10321920,2430.480775,52
80,R,81,R,L,0,0.000000,0
80,R,82,R,L,0,0.000000,0
80,R,83,R,L,0,0.000000,0
80,R,84,R,L,0,0.000000,0
80,R,85,R,L,0,0.000000,0
80,R,86,R,L,666667176,24862656.967937,160724
80,R,87,R,L,0,0.000000,0
80,R,95,R,G,0,0.000000,0
80,R,103,R,G,0,0.000000,0
80,R,111,R,G,0,0.000000,0
80,R,119,R,G,0,0.000000,0
80,R,320,T,CN,21504,0.000000,0
80,R,321,T,CN,21504,0.000000,0
80,R,322,T,CN,21504,0.000000,0
80,R,323,T,CN,21504,0.000000,0
81,R,80,R,L,0,0.000000,0
81,R,82,R,L,0,0.000000,0
81,R,83,R,L,0,0.000000,0
81,R,84,R,L,0,0.000000,0
81,R,85,R,L,0,0.000000,0
81,R,86,R,L,666667176,24863119.446497,160720
81,R,87,R,L,0,0.000000,0
81,R,126,R,G,0,0.000000,0
81,R,134,R,G,0,0.000000,0
81,R,142,R,G,0,0.000000,0
81,R,150,R,G,0,0.000000,0
81,R,324,T,CN,21504,0.000000,0
81,R,325,T,CN,21504,0.000000,0
81,R,326,T,CN,21504,0.000000,0
81,R,327,T,CN,21504,0.000000,0
82,R,80,R,L,0,0.000000,0
82,R,81,R,L,0,0.000000,0
82,R,83,R,L,0,0.000000,0
82,R,84,R,L,0,0.000000,0
82,R,85,R,L,0,0.000000,0
82,R,86,R,L,666667176,24862583.782440,160720
82,R,87,R,L,0,0.000000,0
82,R,157,R,G,0,0.000000,0
82,R,165,R,G,0,0.000000,0
82,R,173,R,G,0,0.000000,0
82,R,181,R,G,0,0.000000,0
82,R,328,T,CN,21504,0.000000,0
82,R,329,T,CN,21504,0.000000,0
82,R,330,T,CN,21504,0.000000,0
82,R,331,T,CN,21504,0.000000,0
83,R,80,R,L,0,0.000000,0
83,R,81,R,L,0,0.000000,0
83,R,82,R,L,0,0.000000,0
83,R,84,R,L,0,0.000000,0
83,R,85,R,L,0,0.000000,0
83,R,86,R,L,666667176,25363114.514054,160880
83,R,87,R,L,0,0.000000,0
83,R,188,R,G,0,0.000000,0
83,R,196,R,G,0,0.000000,0
83,R,204,R,G,0,0.000000,0
83,R,212,R,G,0,0.000000,0
83,R,332,T,CN,21504,0.000000,0
83,R,333,T,CN,21504,0.000000,0
83,R,334,T,CN,21504,0.000000,0
83,R,335,T,CN,21504,0.000000,0
84,R,80,R,L,0,0.000000,0
84,R,81,R,L,0,0.000000,0
84,R,82,R,L,0,0.000000,0
84,R,83,R,L,0,0.000000,0
84,R,85,R,L,0,0.000000,0
84,R,86,R,L,666667176,24699515.277394,160720
84,R,87,R,L,0,0.000000,0
84,R,219,R,G,0,0.000000,0
84,R,227,R,G,0,0.000000,0
84,R,235,R,G,0,0.000000,0
84,R,243,R,G,0,0.000000,0
84,R,336,T,CN,21504,0.000000,0
84,R,337,T,CN,21504,0.000000,0
84,R,338,T,CN,21504,0.000000,0
84,R,339,T,CN,21504,0.000000,0
85,R,80,R,L,0,0.000000,0
85,R,81,R,L,0,0.000000,0
85,R,82,R,L,0,0.000000,0
85,R,83,R,L,0,0.000000,0
85,R,84,R,L,0,0.000000,0
85,R,86,R,L,666667176,25221120.955865,160720
85,R,87,R,L,0,0.000000,0
85,R,2,R,G,0,0.000000,0
85,R,10,R,G,0,0.000000,0
85,R,250,R,G,0,0.000000,0
85,R,258,R,G,0,0.000000,0
85,R,340,T,CN,21504,0.000000,0
85,R,341,T,CN,21504,0.000000,0
85,R,342,T,CN,21504,0.000000,0
85,R,343,T,CN,21504,0.000000,0
86,R,80,R,L,0,0.000000,0
86,R,81,R,L,0,0.000000,0
86,R,82,R,L,0,0.000000,0
86,R,83,R,L,0,0.000000,0
86,R,84,R,L,0,0.000000,0
86,R,85,R,L,0,0.000000,0
86,R,87,R,L,0,0.000000,0
86,R,17,R,G,0,0.000000,0
86,R,25,R,G,0,0.000000,0
86,R,33,R,G,0,0.000000,0
86,R,41,R,G,0,0.000000,0
86,R,344,T,CN,21504,0.000000,0
86,R,345,T,CN,21504,0.000000,0
86,R,346,T,CN,21504,0.000000,0
86,R,347,T,CN,21504,0.000000,0
87,R,80,R,L,86016,1249.913308,12
87,R,81,R,L,86016,126.518193,8
87,R,82,R,L,86016,1015.610527,12
87,R,83,R,L,86016,86.444189,8
87,R,84,R,L,86016,1453.756024,12
87,R,85,R,L,86016,58.481478,10
87,R,86,R,L,86016,1124.905308,12
87,R,48,R,G,0,0.000000,0
87,R,56,R,G,0,0.000000,0
87,R,64,R,G,0,0.000000,0
87,R,72,R,G,0,0.000000,0
87,R,348,T,CN,21504,0.000000,0
87,R,349,T,CN,21504,0.000000,0
87,R,350,T,CN,2500001910,828128.545201,14821
87,R,351,T,CN,2500001910,202398.088032,12324
352,T,88,R,CN,167256064,20952009.212392,38543
353,T,88,R,CN,167256064,20927984.617043,38538
354,T,88,R,CN,167256064,20942392.724529,38542
355,T,88,R,CN,167256064,20959741.555792,38543
356,T,89,R,CN,167256064,20958862.892966,38543
357,T,89,R,CN,167256064,20997933.316127,38552
358,T,89,R,CN,167256064,20941252.281638,38542
359,T,89,R,CN,167256064,20950891.847662,38543
360,T,90,R,CN,167256064,20951564.091466,38543
361,T,90,R,CN,167256064,20941924.380769,38542
362,T,90,R,CN,167256064,20959534.578591,38543
363,T,90,R,CN,167256064,20927516.903249,38538
364,T,91,R,CN,167256064,22914018.997804,38543
365,T,91,R,CN,167256064,21569928.141238,38543
366,T,91,R,CN,167256064,21550862.764869,38538
367,T,91,R,CN,167256064,23454914.965178,38782
368,T,92,R,CN,167256064,21225756.972863,38538
369,T,92,R,CN,167256064,21238019.324113,38542
370,T,92,R,CN,167256064,21246466.480064,38543
371,T,92,R,CN,167256064,21253245.223954,38543
372,T,93,R,CN,167256064,21239679.704084,38542
373,T,93,R,CN,167256064,21254428.787951,38543
374,T,93,R,CN,167256064,21248364.942243,38543
375,T,93,R,CN,167256064,21227417.348224,38538
376,T,94,R,CN,167256064,21226667.313734,38538
377,T,94,R,CN,167256064,21254155.833395,38543
378,T,94,R,CN,167256064,21238930.202819,38542
379,T,94,R,CN,167256064,21247615.416021,38543
380,T,95,R,CN,167256064,232389.589587,1205
381,T,95,R,CN,167256064,229041.974812,961
382,T,95,R,CN,10321920,1885.807057,44
383,T,95,R,CN,10321920,2445.590903,52
88,R,89,R,L,0,0.000000,0
88,R,90,R,L,0,0.000000,0
88,R,91,R,L,0,0.000000,0
88,R,92,R,L,0,0.000000,0
88,R,93,R,L,0,0.000000,0
88,R,94,R,L,666667176,24855975.967708,160720
88,R,95,R,L,0,0.000000,0
88,R,103,R,G,0,0.000000,0
88,R,111,R,G,0,0.000000,0
88,R,119,R,G,0,0.000000,0
88,R,127,R,G,0,0.000000,0
88,R,352,T,CN,21504,0.000000,0
88,R,353,T,CN,21504,0.000000,0
88,R,354,T,CN,21504,0.000000,0
88,R,355,T,CN,21504,0.000000,0
89,R,88,R,L,0,0.000000,0
89,R,90,R,L,0,0.000000,0
89,R,91,R,L,0,0.000000,0
89,R,92,R,L,0,0.000000,0
89,R,93,R,L,0,0.000000,0
89,R,94,R,L,666667176,24856242.845123,160724
89,R,95,R,L,0,0.000000,0
89,R,134,R,G,0,0.000000,0
89,R,142,R,G,0,0.000000,0
89,R,150,R,G,0,0.000000,0
89,R,158,R,G,0,0.000000,0
89,R,356,T,CN,21504,0.000000,0
89,R,357,T,CN,21504,0.000000,0
89,R,358,T,CN,21504,0.000000,0
89,R,359,T,CN,21504,0.000000,0
90,R,88,R,L,0,0.000000,0
90,R,89,R,L,0,0.000000,0
90,R,91,R,L,0,0.000000,0
90,R,92,R,L,0,0.000000,0
90,R,93,R,L,0,0.000000,0
90,R,94,R,L,666667176,24852021.142657,160720
90,R,95,R,L,0,0.000000,0
90,R,165,R,G,0,0.000000,0
90,R,173,R,G,0,0.000000,0
90,R,181,R,G,0,0.000000,0
90,R,189,R,G,0,0.000000,0
90,R,360,T,CN,21504,0.000000,0
90,R,361,T,CN,21504,0.000000,0
90,R,362,T,CN,21504,0.000000,0
90,R,363,T,CN,21504,0.000000,0
91,R,88,R,L,0,0.000000,0
91,R,89,R,L,0,0.000000,0
91,R,90,R,L,0,0.000000,0
91,R,92,R,L,0,0.000000,0
91,R,93,R,L,0,0.000000,0
91,R,94,R,L,666667176,25382178.383405,160880
91,R,95,R,L,0,0.000000,0
91,R,196,R,G,0,0.000000,0
91,R,204,R,G,0,0.000000,0
91,R,212,R,G,0,0.000000,0
91,R,220,R,G,0,0.000000,0
91,R,364,T,CN,21504,0.000000,0
91,R,365,T,CN,21504,0.000000,0
91,R,366,T,CN,21504,0.000000,0
91,R,367,T,CN,21504,0.000000,0
92,R,88,R,L,0,0.000000,0
92,R,89,R,L,0,0.000000,0
92,R,90,R,L,0,0.000000,0
92,R,91,R,L,0,0.000000,0
92,R,93,R,L,0,0.000000,0
92,R,94,R,L,666667176,24698589.460636,160720
92,R,95,R,L,0,0.000000,0
92,R,227,R,G,0,0.000000,0
92,R,235,R,G,0,0.000000,0
92,R,243,R,G,0,0.000000,0
92,R,251,R,G,0,0.000000,0
92,R,368,T,CN,21504,0.000000,0
92,R,369,T,CN,21504,0.000000,0
92,R,370,T,CN,21504,0.000000,0
92,R,371,T,CN,21504,0.000000,0
93,R,88,R,L,0,0.000000,0
93,R,89,R,L,0,0.000000,0
93,R,90,R,L,0,0.000000,0
93,R,91,R,L,0,0.000000,0
93,R,92,R,L,0,0.000000,0
93,R,94,R,L,666667176,25226011.886114,160720
93,R,95,R,L,0,0.000000,0
93,R,2,R,G,0,0.000000,0
93,R,10,R,G,0,0.000000,0
93,R,18,R,G,0,0.000000,0
93,R,258,R,G,0,0.000000,0
93,R,372,T,CN,21504,0.000000,0
93,R,373,T,CN,21504,0.000000,0
93,R,374,T,CN,21504,0.000000,0
93,R,375,T,CN,21504,0.000000,0
94,R,88,R,L,0,0.000000,0
94,R,89,R,L,0,0.000000,0
94,R,90,R,L,0,0.000000,0
94,R,91,R,L,0,0.000000,0
94,R,92,R,L,0,0.000000,0
94,R,93,R,L,0,0.000000,0
94,R,95,R,L,0,0.000000,0
94,R,25,R,G,0,0.000000,0
94,R,33,R,G,0,0.000000,0
94,R,41,R,G,0,0.000000,0
94,R,49,R,G,0,0.000000,0
94,R,376,T,CN,21504,0.000000,0
94,R,377,T,CN,21504,0.000000,0
94,R,378,T,CN,21504,0.000000,0
94,R,379,T,CN,21504,0.000000,0
95,R,88,R,L,86016,103.705116,8
95,R,89,R,L,86016,1184.277221,12
95,R,90,R,L,86016,1015.610527,12
95,R,91,R,L,86016,132.722225,8
95,R,92,R,L,86016,1453.913800,12
95,R,93,R,L,86016,58.954803,10
95,R,94,R,L,86016,1124.747533,12
95,R,56,R,G,0,0.000000,0
95,R,64,R,G,0,0.000000,0
95,R,72,R,G,0,0.000000,0
95,R,80,R,G,0,0.000000,0
95,R,380,T,CN,21504,0.000000,0
95,R,381,T,CN,21504,0.000000,0
95,R,382,T,CN,2500001910,807602.834710,14822
95,R,383,T,CN,2500001910,172384.301649,11981
384,T,96,R,CN,167256064,20961350.325885,38543
385,T,96,R,CN,167256064,20929570.675063,38538
386,T,96,R,CN,167256064,20953618.427573,38543
387,T,96,R,CN,167256064,20943978.763625,38542
388,T,97,R,CN,167256064,20943705.912866,38542
389,T,97,R,CN,167256064,20960839.334327,38543
390,T,97,R,CN,167256064,20929059.617598,38538
391,T,97,R,CN,167256064,20953107.290647,38543
392,T,98,R,CN,167256064,20999475.839793,38552
393,T,98,R,CN,167256064,20952434.704388,38543
394,T,98,R,CN,167256064,20960405.489214,38543
395,T,98,R,CN,167256064,20943033.425668,38542
396,T,99,R,CN,167256064,21555156.163758,38542
397,T,99,R,CN,167256064,21543677.013529,38538
398,T,99,R,CN,167256064,22964767.404609,38543
399,T,99,R,CN,167256064,23526617.139935,38783
400,T,100,R,CN,167256064,21247584.714164,38543
401,T,100,R,CN,167256064,21253409.852051,38543
402,T,100,R,CN,167256064,21226941.357357,38538
403,T,100,R,CN,167256064,21238964.949122,38542
404,T,101,R,CN,167256064,21253918.103822,38543
405,T,101,R,CN,167256064,21226429.877520,38538
406,T,101,R,CN,167256064,21238930.293159,38542
407,T,101,R,CN,167256064,21247378.501352,38543
408,T,102,R,CN,167256064,21225996.602014,38538
409,T,102,R,CN,167256064,21253723.748359,38543
410,T,102,R,CN,167256064,21238497.339196,38542
411,T,102,R,CN,167256064,21246944.752774,38543
412,T,103,R,CN,167256064,232866.426745,1205
413,T,103,R,CN,167256064,229042.743103,961
414,T,103,R,CN,10321920,1981.179246,44
415,T,103,R,CN,10321920,2430.284315,52
96,R,97,R,L,0,0.000000,0
96,R,98,R,L,0,0.000000,0
96,R,99,R,L,0,0.000000,0
96,R,100,R,L,0,0.000000,0
96,R,101,R,L,0,0.000000,0
96,R,102,R,L,666667176,24862812.042298,160720
96,R,103,R,L,0,0.000000,0
96,R,111,R,G,0,0.000000,0
96,R,119,R,G,0,0.000000,0
96,R,127,R,G,0,0.000000,0
96,R,135,R,G,0,0.000000,0
96,R,384,T,CN,21504,0.000000,0
96,R,385,T,CN,21504,0.000000,0
96,R,386,T,CN,21504,0.000000,0
96,R,387,T,CN,21504,0.000000,0
97,R,96,R,L,0,0.000000,0
97,R,98,R,L,0,0.000000,0
97,R,99,R,L,0,0.000000,0
97,R,100,R,L,0,0.000000,0
97,R,101,R,L,0,0.000000,0
97,R,102,R,L,666667176,24862680.494158,160720
97,R,103,R,L,0,0.000000,0
97,R,142,R,G,0,0.000000,0
97,R,150,R,G,0,0.000000,0
97,R,158,R,G,0,0.000000,0
97,R,166,R,G,0,0.000000,0
97,R,388,T,CN,21504,0.000000,0
97,R,389,T,CN,21504,0.000000,0
97,R,390,T,CN,21504,0.000000,0
97,R,391,T,CN,21504,0.000000,0
98,R,96,R,L,0,0.000000,0
98,R,97,R,L,0,0.000000,0
98,R,99,R,L,0,0.000000,0
98,R,100,R,L,0,0.000000,0
98,R,101,R,L,0,0.000000,0
98,R,102,R,L,666667176,24862657.510874,160724
98,R,103,R,L,0,0.000000,0
98,R,173,R,G,0,0.000000,0
98,R,181,R,G,0,0.000000,0
98,R,189,R,G,0,0.000000,0
98,R,197,R,G,0,0.000000,0
98,R,392,T,CN,21504,0.000000,0
98,R,393,T,CN,21504,0.000000,0
98,R,394,T,CN,21504,0.000000,0
98,R,395,T,CN,21504,0.000000,0
99,R,96,R,L,0,0.000000,0
99,R,97,R,L,0,0.000000,0
99,R,98,R,L,0,0.000000,0
99,R,100,R,L,0,0.000000,0
99,R,101,R,L,0,0.000000,0
99,R,102,R,L,666667176,25363574.877935,160880
99,R,103,R,L,0,0.000000,0
99,R,204,R,G,0,0.000000,0
99,R,212,R,G,0,0.000000,0
99,R,220,R,G,0,0.000000,0
99,R,228,R,G,0,0.000000,0
99,R,396,T,CN,21504,0.000000,0
99,R,397,T,CN,21504,0.000000,0
99,R,398,T,CN,21504,0.000000,0
99,R,399,T,CN,21504,0.000000,0
100,R,96,R,L,0,0.000000,0
100,R,97,R,L,0,0.000000,0
100,R,98,R,L,0,0.000000,0
100,R,99,R,L,0,0.000000,0
100,R,101,R,L,0,0.000000,0
100,R,102,R,L,666667176,25221161.212334,160720
100,R,103,R,L,0,0.000000,0
100,R,235,R,G,0,0.000000,0
100,R,243,R,G,0,0.000000,0
100,R,251,R,G,0,0.000000,0
100,R,259,R,G,0,0.000000,0
100,R,400,T,CN,21504,0.000000,0
100,R,401,T,CN,21504,0.000000,0
100,R,402,T,CN,21504,0.000000,0
100,R,403,T,CN,21504,0.000000,0
101,R,96,R,L,0,0.000000,0
101,R,97,R,L,0,0.000000,0
101,R,98,R,L,0,0.000000,0
101,R,99,R,L,0,0.000000,0
101,R,100,R,L,0,0.000000,0
101,R,102,R,L,666667176,24700611.764121,160720
101,R,103,R,L,0,0.000000,0
101,R,2,R,G,0,0.000000,0
101,R,10,R,G,0,0.000000,0
101,R,18,R,G,0,0.000000,0
101,R,26,R,G,0,0.000000,0
101,R,404,T,CN,21504,0.000000,0
101,R,405,T,CN,21504,0.000000,0
101,R,406,T,CN,21504,0.000000,0
101,R,407,T,CN,21504,0.000000,0
102,R,96,R,L,0,0.000000,0
102,R,97,R,L,0,0.000000,0
102,R,98,R,L,0,0.000000,0
102,R,99,R,L,0,0.000000,0
102,R,100,R,L,0,0.000000,0
102,R,101,R,L,0,0.000000,0
102,R,103,R,L,0,0.000000,0
102,R,33,R,G,0,0.000000,0
102,R,41,R,G,0,0.000000,0
102,R,49,R,G,0,0.000000,0
102,R,57,R,G,0,0.000000,0
102,R,408,T,CN,21504,0.000000,0
102,R,409,T,CN,21504,0.000000,0
102,R,410,T,CN,21504,0.000000,0
102,R,411,T,CN,21504,0.000000,0
103,R,96,R,L,86016,60.724806,9
103,R,97,R,L,86016,1081.237295,12
103,R,98,R,L,86016,1250.135720,12
103,R,99,R,L,86016,103.004174,8
103,R,100,R,L,86016,85.294475,8
103,R,101,R,L,86016,1103.757765,12
103,R,102,R,L,86016,1388.314317,12
103,R,64,R,G,0,0.000000,0
103,R,72,R,G,0,0.000000,0
103,R,80,R,G,0,0.000000,0
103,R,88,R,G,0,0.000000,0
103,R,412,T,CN,21504,0.000000,0
103,R,413,T,CN,21504,0.000000,0
103,R,414,T,CN,2500001910,827532.309866,14821
103,R,415,T,CN,2500001910,202474.289969,12325
416,T,104,R,CN,167256064,20939723.233166,38542
417,T,104,R,CN,167256064,20925576.216648,38538
418,T,104,R,CN,167256064,20956857.207169,38543
419,T,104,R,CN,167256064,20949601.191634,38543
420,T,105,R,CN,167256064,20949189.442936,38543
421,T,105,R,CN,167256064,20939311.629654,38542
422,T,105,R,CN,167256064,20924903.649046,38538
423,T,105,R,CN,167256064,20956207.008847,38543
424,T,106,R,CN,167256064,20948721.706397,38543
425,T,106,R,CN,167256064,20938843.678956,38542
426,T,106,R,CN,167256064,20995524.903339,38552
427,T,106,R,CN,167256064,20955977.585405,38543
428,T,107,R,CN,167256064,21565595.567206,38538
429,T,107,R,CN,167256064,21578062.363258,38542
430,T,107,R,CN,167256064,21584727.692105,38543
431,T,107,R,CN,167256064,21593811.428298,38543
432,T,108,R,CN,167256064,21224795.632453,38538
433,T,108,R,CN,167256064,21237057.670632,38542
434,T,108,R,CN,167256064,21252218.599150,38543
435,T,108,R,CN,167256064,21245505.542985,38543
436,T,109,R,CN,167256064,21235831.467789,38542
437,T,109,R,CN,167256064,21251772.785441,38543
438,T,109,R,CN,167256064,21223092.077508,38538
439,T,109,R,CN,167256064,21243802.356853,38543
440,T,110,R,CN,167256064,21251577.884096,38543
441,T,110,R,CN,167256064,21243607.132749,38543
442,T,110,R,CN,167256064,21235636.422677,38542
443,T,110,R,CN,167256064,21222897.275509,38538
444,T,111,R,CN,167256064,232151.171008,1205
445,T,111,R,CN,167256064,229042.777022,961
446,T,111,R,CN,10321920,2474.818622,44
447,T,111,R,CN,10321920,1900.239266,52
104,R,105,R,L,0,0.000000,0
104,R,106,R,L,0,0.000000,0
104,R,107,R,L,0,0.000000,0
104,R,108,R,L,0,0.000000,0
104,R,109,R,L,0,0.000000,0
104,R,110,R,L,666667176,24858067.739403,160720
104,R,111,R,L,0,0.000000,0
104,R,119,R,G,0,0.000000,0
104,R,127,R,G,0,0.000000,0
104,R,135,R,G,0,0.000000,0
104,R,143,R,G,0,0.000000,0
104,R,416,T,CN,21504,0.000000,0
104,R,417,T,CN,21504,0.000000,0
104,R,418,T,CN,21504,0.000000,0
104,R,419,T,CN,21504,0.000000,0
105,R,104,R,L,0,0.000000,0
105,R,106,R,L,0,0.000000,0
105,R,107,R,L,0,0.000000,0
105,R,108,R,L,0,0.000000,0
105,R,109,R,L,0,0.000000,0
105,R,110,R,L,666667176,24859029.378283,160720
105,R,111,R,L,0,0.000000,0
105,R,150,R,G,0,0.000000,0
105,R,158,R,G,0,0.000000,0
105,R,166,R,G,0,0.000000,0
105,R,174,R,G,0,0.000000,0
105,R,420,T,CN,21504,0.000000,0
105,R,421,T,CN,21504,0.000000,0
105,R,422,T,CN,21504,0.000000,0
105,R,423,T,CN,21504,0.000000,0
106,R,104,R,L,0,0.000000,0
106,R,105,R,L,0,0.000000,0
106,R,107,R,L,0,0.000000,0
106,R,108,R,L,0,0.000000,0
106,R,109,R,L,0,0.000000,0
106,R,110,R,L,666667176,24862326.983128,160724
106,R,111,R,L,0,0.000000,0
106,R,181,R,G,0,0.000000,0
106,R,189,R,G,0,0.000000,0
106,R,197,R,G,0,0.000000,0
106,R,205,R,G,0,0.000000,0
106,R,424,T,CN,21504,0.000000,0
106,R,425,T,CN,21504,0.000000,0
106,R,426,T,CN,21504,0.000000,0
106,R,427,T,CN,21504,0.000000,0
107,R,104,R,L,0,0.000000,0
107,R,105,R,L,0,0.000000,0
107,R,106,R,L,0,0.000000,0
107,R,108,R,L,0,0.000000,0
107,R,109,R,L,0,0.000000,0
107,R,110,R,L,666667176,25441350.825881,160720
107,R,111,R,L,0,0.000000,0
107,R,212,R,G,0,0.000000,0
107,R,220,R,G,0,0.000000,0
107,R,228,R,G,0,0.000000,0
107,R,236,R,G,0,0.000000,0
107,R,428,T,CN,21504,0.000000,0
107,R,429,T,CN,21504,0.000000,0
107,R,430,T,CN,21504,0.000000,0
107,R,431,T,CN,21504,0.000000,0
108,R,104,R,L,0,0.000000,0
108,R,105,R,L,0,0.000000,0
108,R,106,R,L,0,0.000000,0
108,R,107,R,L,0,0.000000,0
108,R,109,R,L,0,0.000000,0
108,R,110,R,L,666667176,25223449.523644,160720
108,R,111,R,L,0,0.000000,0
108,R,3,R,G,0,0.000000,0
108,R,243,R,G,0,0.000000,0
108,R,251,R,G,0,0.000000,0
108,R,259,R,G,0,0.000000,0
108,R,432,T,CN,21504,0.000000,0
108,R,433,T,CN,21504,0.000000,0
108,R,434,T,CN,21504,0.000000,0
108,R,435,T,CN,21504,0.000000,0
109,R,104,R,L,0,0.000000,0
109,R,105,R,L,0,0.000000,0
109,R,106,R,L,0,0.000000,0
109,R,107,R,L,0,0.000000,0
109,R,108,R,L,0,0.000000,0
109,R,110,R,L,666667176,24701712.586698,160720
109,R,111,R,L,0,0.000000,0
109,R,10,R,G,0,0.000000,0
109,R,18,R,G,0,0.000000,0
109,R,26,R,G,0,0.000000,0
109,R,34,R,G,0,0.000000,0
109,R,436,T,CN,21504,0.000000,0
109,R,437,T,CN,21504,0.000000,0
